scope,label,run_a,run_b,contour_id_a,contour_id_b,count,min,p01,p05,p50,p95,p99,max
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,9,71,27,0.6097560975609756,0.7824297032779246,1.8063538915643935,24.264705882352942,45.04504504504504,45.04504504504504,45.04504504504504
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,9,77,17,17.73049645390071,17.843971631205672,18.29787234042553,44.44444444444444,52.15896885069818,52.53705692803437,52.63157894736842
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,9,82,20,26.865671641791046,26.865671641791046,26.865671641791046,32.41339931480777,36.64587525150906,37.04346076458753,37.142857142857146
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,10,12,384,6.504065040650407,8.429906542056075,9.530020703933747,15.789473684210526,22.643923240938157,25.794372294372298,27.941176470588236
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,10,16,14,2.380952380952381,2.6904761904761907,3.928571428571429,20.13798701298701,37.71785059395679,38.534561109782345,38.73873873873874
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,10,18,38,10.714285714285714,10.762048192771084,10.843373493975903,18.521341463414636,24.529137529137525,27.813286713286722,28.78787878787879
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,10,21,31,0.0,0.0,0.9615384615384616,37.5,52.9491341991342,56.06712564543891,56.62650602409639
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,10,22,145,7.6923076923076925,7.903866248693835,8.883479389808503,17.333333333333336,25.757575757575758,28.375,28.57142857142857
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,10,26,33,5.9259259259259265,6.315343915343916,7.236704900938477,37.37373737373738,40.95861585223287,41.87876639489543,41.935483870967744
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,10,27,7,25.333333333333336,25.53464480874317,26.339890710382516,30.081300813008134,31.376129032258063,31.43651612903226,31.451612903225808
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,10,28,19,9.30232558139535,9.58139534883721,10.69767441860465,33.61344537815126,45.14285714285712,54.74285714285714,57.14285714285714
